x,y,cluster
1,1.75883490172811,0.1305820423169,2
2,0.781326201066762,0.498192151967322,4
3,0.982459678569097,0.583596520876005,4
4,1.90365100552979,0.0832383160740433,2
5,1.93676067028787,0.0742646686162468,2
6,1.95996837923044,0.0724080519008404,2
7,0.850330455656025,0.587309754306818,4
8,0.874157036837071,0.576170054014381,4
9,0.450229553485996,0.23269596166424,4
10,0.376893193227452,0.165548323790383,4
11,0.710155893642859,0.46044094542073,4
12,0.9230479436761,0.588238062664521,4
13,0.715106871550609,0.450848425724465,4
14,0.688804801415688,0.357089281596453,4
15,0.523875349863774,0.255903670606817,4
16,0.874157036837071,0.598758890718489,4
17,0.91097993502596,0.634344044430441,4
18,1.93150025626088,0.103351663824276,2
19,0.910361062787491,0.582977648637537,4
20,0.752239205858732,0.432901130808872,4
21,0.746669355712514,0.398553721573857,4
22,0.709537021404391,0.376274320988983,4
23,0.745122175116342,0.246311150910552,1
24,0.604947613103176,0.197110807952288,4
25,0.808556579559386,0.482720346005604,4
26,1.06198476121233,0.493241174059572,4
27,0.924285688153037,0.469724028997761,4
28,0.922119635318397,0.324598489076845,1
29,0.756571311528014,0.220009080775631,1
30,1.12325311282073,0.549558547760226,4
31,1.07776600329328,0.51583001076368,4
32,1.06600743076237,0.509641288378993,4
33,2.12366008630542,0.119442342024463,2
34,1.09695104268581,0.483029782124838,4
35,0.906338393237444,0.292417132676472,1
36,0.821862332686464,0.225888367041084,1
37,2.08467113528189,0.081381699358637,2
38,1.89096412464118,0.0720986157816061,2
39,2.02959150605818,0.120370650382166,2
40,2.15243764539422,0.178854076917461,2
41,0.76554495898581,0.378749809942858,4
42,0.958942533507286,0.496026099132681,4
43,0.597830582360786,0.205465583171616,4
44,0.549558547760226,0.191850393925304,4
45,0.741099505566295,0.422999174993372,4
46,0.802058421055465,0.467867412282354,4
47,0.805771654486277,0.48457696272101,4
48,0.641151639053597,0.348115634138657,4
49,0.737076836016249,0.51861493583679,4
50,1.74336309576639,0.0656004572776845,2
51,0.957704789030348,0.496335535251916,4
52,0.838571883125119,0.483648654363307,4
53,2.09364478273969,0.0897364745779646,2
54,0.708918149165922,0.517067755240618,4
55,1.05548660270841,0.613302388322504,4
56,0.631249683238097,0.387414021281421,4
57,0.656623445015315,0.270447168210832,4
58,0.660646114565361,0.330168339223064,4
59,0.670238634261627,0.420214249920263,4
60,0.761522289435763,0.384319660089077,4
61,0.745741047354811,0.446516320055184,4
62,0.788133795689918,0.451467297962933,4
63,1.80308426677862,0.0764307214508874,2
64,0.882821248175633,0.451157861843699,4
65,0.843522861032869,0.388032893519889,4
66,0.848783275059853,0.330787211461532,4
67,1.45001765473222,0.0591022987737631,2
68,0.677665101123251,0.454252223036043,4
69,0.807009398963215,0.514592266286743,4
70,0.837953010886651,0.515520574644446,4
71,0.818149099255651,0.414025527535575,4
72,0.757190183766482,0.437233236478153,4
73,1.85352235421382,0.0541513208660132,2
74,0.783492253901403,0.466629667805417,4
75,2.31427273575379,0.118823469785995,2
76,0.805152782247808,0.413406655297107,4
77,0.863945644902337,0.470033465116995,4
78,1.6254679343381,0.047034290123623,2
79,0.957395352911114,0.533777305679273,4
80,1.65455492954613,0.0594117348929974,2
81,1.66043421581158,0.071170307423903,2
82,2.04104064246985,0.113872491878245,2
83,0.928617793822318,0.559151067456491,4
84,0.895198692945008,0.480244857051729,4
85,0.807937707320918,0.422999174993372,4
86,1.76131039068198,0.0779779020470592,2
87,0.503143129875072,0.439089853193559,4
88,0.537181102990851,0.369466726365828,4
89,0.905100648760507,0.101804483228105,2
90,0.689423673654157,0.405051880077779,4
91,0.789062104047622,0.493860046298041,4
92,0.870134367287024,0.393912179785342,4
93,0.873538164598602,0.400719774408498,4
94,0.830526544025026,0.495407226894212,4
95,0.846926658344447,0.68540100410411,4
96,0.722223902292999,0.470342901236229,4
97,0.781016764947528,0.437542672597387,4
98,0.830526544025026,0.519852680313727,4
99,0.675189612169377,0.303247396849674,4
100,0.710465329762094,0.371632779200468,4
101,0.551724600594866,0.424855791708778,4
102,0.535015050156211,0.391127254712233,4
103,1.23681616857974,0.0996384303934644,2
104,0.683853823507939,0.267352807018488,4
105,0.828360491190386,0.474984443024745,4
106,0.71448799931214,0.408146241270123,4
107,0.829598235667323,0.468486284520823,4
108,0.540275464183195,0.369466726365827,4
109,0.698397321111954,0.420833122158732,4
110,0.710774765881328,0.447754064532121,4
111,0.627536449807285,0.38524796844678,4
112,1.56079578541812,0.112944183520542,2
113,0.788133795689918,0.456108839751449,4
114,0.913764860099069,0.476841059740151,4
115,0.744193866758639,0.420523686039497,4
116,1.99369691622699,0.130891478436135,2
117,1.92654927835313,0.161525654240337,2
118,0.94223298306863,0.553890653429507,4
119,0.910051626668257,0.516758319121383,4
120,1.00690513198861,0.617325057872551,4
121,1.89839059150281,0.0971629414395893,2
122,1.17059683906359,0.721914466173765,4
123,0.985863475880675,0.572766256702803,4
124,0.870443803406259,0.403814135600842,4
125,0.900459106971991,0.500358204801962,4
126,0.971629414395895,0.521399860909899,4
127,1.05053562480066,0.554200089548741,4
128,0.96915392544202,0.50871298002129,4
129,0.520471552552196,0.541203772540898,4
130,1.02670904361961,0.487980760032588,4
131,1.20865748172942,0.644864872484409,4
132,1.02113919347339,0.357089281596453,1
133,0.862089028186931,0.264877318064613,1
134,0.498811024205791,0.502833693755837,4
135,0.528207455533055,0.493241174059572,4
136,0.311292735949768,0.279420815668628,4
137,0.31005499147283,0.228363855994959,4
138,0.670238634261627,0.501905385398134,4
139,0.648268669795987,0.487361887794119,4
140,0.67333299545397,0.52573196657918,4
141,0.699325629469657,0.523565913744539,4
142,0.720986157816062,0.575241745656678,4
143,0.61515900503791,0.517996063598321,4
144,0.606185357580114,0.288394463126425,4
145,0.722842774531468,0.500358204801962,4
146,1.19101962293306,0.0758118492124184,2
147,0.64424600024594,0.428569025139591,4
148,0.742646686162467,0.530992380606164,4
149,0.636200661145847,0.252190437176005,4
150,0.660955550684596,0.292107696557237,4
151,1.31974504853455,0.0912836551741365,2
152,0.660955550684596,0.433210566928106,4
153,0.733363602585437,0.359255334431094,4
154,0.653529083822971,0.31717202221522,4
155,1.52923330125621,0.0569362459391224,2
156,1.55058439348339,0.0711703074239031,2
157,1.47477254427097,0.0748835408547155,2
158,0.78751492345145,0.558222759098788,4
159,0.671476378738564,0.560079375814194,4
160,0.663740475757705,0.568743587152756,4
161,0.679831153957892,0.546464186567882,4
162,0.628155322045754,0.525113094340711,4
163,0.681068898434829,0.477150495859385,4
164,0.897983618018117,0.598449454599255,4
165,1.07312446150477,0.704895479615875,4
166,0.956467044553411,0.600615507433895,4
167,2.18987941582158,0.0770495936893558,2
168,1.57379210242596,0.331715519819235,1
169,0.775137478682075,0.662812167400002,4
170,0.929546102180022,0.748216536308686,4
171,0.563173737006538,0.599068326837724,4
172,0.712940818715968,0.667453709188517,4
173,0.70025393782736,0.575551181775912,4
174,0.719748413339125,0.617015621753317,4
175,0.88189293981793,0.789990412405325,4
176,1.55770142422578,0.0637438405622784,2
177,2.12830162809394,0.106755461135854,2
178,1.33769234345014,0.081381699358637,2
179,0.773899734205138,0.708918149165922,4
180,0.706442660212047,0.534086741798508,4
181,0.89891192637582,0.695612396038844,4
182,1.69354388056966,0.0696231268277314,2
183,0.72934093303539,0.638366713980488,4
184,0.773899734205138,0.607423102057051,4
185,1.06848291971625,0.706133224092813,4
186,1.42340614847806,0.0566268098198882,2
187,0.680759462315595,0.611136335487864,4
188,1.30953365659982,0.0609589154891693,2
189,1.51840303708301,0.0656004572776848,2
190,0.811032068513261,0.684163259627173,4
191,1.16781191399048,0.345021272946313,1
192,0.938210313518584,0.682925515150236,4
193,1.17307232801746,0.82866992730962,4
