x,y,clust
1,1.20697744982344,0.317768554446127,1
2,1.20528719950726,0.32154539398527,1
3,1.20024207103055,0.324729834575472,1
4,1.1919185433983,0.327273603343425,1
5,1.18044279280487,0.329138139347583,1
6,1.16598877993154,0.330295178122725,1
7,1.14877561287985,0.330727180140442,1
8,1.12906422571616,0.330427596690502,1
9,1.1071534229772,0.329400969152629,1
10,1.08337535009785,0.32766286015381,1
11,1.05809045842492,0.325239617654737,1
12,1.03168204114218,0.322167975541578,1
13,1.00455042293637,0.318494496777708,1
14,0.977106891483052,0.314274867556651,1
15,0.949767462744655,0.309573053156144,1
16,0.922946574592576,0.304460328289734,1
17,0.897050804351493,0.299014196654769,1
18,0.872472705501565,0.293317216055356,1
19,0.849584856967824,0.2874557469102,1
20,0.828734215203452,0.281518643116687,1
21,0.810236854683623,0.275595905116378,1
22,0.794373176538648,0.269777315580051,1
23,0.781383657958661,0.264151078393932,1
24,0.771465206804547,0.258802481578692,1
25,0.764768176685492,0.253812604409993,1
26,0.761394087751524,0.249257088339309,1
27,0.761394087751524,0.245204990346636,1
28,0.764768176685492,0.24171773610706,1
29,0.771465206804547,0.238848188840144,1
30,0.781383657958661,0.236639847957397,1
31,0.794373176538648,0.235126189655544,1
32,0.810236854683623,0.234330159451502,1
33,0.828734215203452,0.234263824351736,1
34,0.849584856967824,0.234928189928741,1
35,0.872472705501565,0.236313185077585,1
36,0.897050804351493,0.238397814683598,1
37,0.922946574592576,0.241150477886909,1
38,0.949767462744655,0.244529447119265,1
39,0.977106891483052,0.248483500651435,1
40,1.00455042293637,0.252952699062411,1
41,1.03168204114218,0.257869293859934,1
42,1.05809045842492,0.263158754478573,1
43,1.08337535009785,0.26874089808713,1
44,1.1071534229772,0.274531105078622,1
45,1.12906422571616,0.280441601817271,1
46,1.14877561287985,0.286382791197346,1
47,1.16598877993154,0.292264610843962,1
48,1.18044279280487,0.297997898366873,1
49,1.1919185433983,0.303495742971421,1
50,1.20024207103055,0.308674802937598,1
51,1.20528719950726,0.313456568995558,1
52,1.20697744982344,0.317768554446127,1
53,1.75928913214946,0.0935270583199944,2
54,1.75669484816734,0.0962041158185163,2
55,1.74895132292168,0.0987894287041933,2
56,1.73617594036188,0.101243806269001,2
57,1.71856236226505,0.103530042650913,2
58,1.69637759252084,0.105613480836839,2
59,1.66995792962467,0.107462538027621,2
60,1.63970386873531,0.109049184401073,2
61,1.60607403057656,0.110349368015509,2
62,1.56957820921454,0.111343379412671,2
63,1.53076964409931,0.112016150393015,2
64,1.49023663351873,0.112357482434267,2
65,1.44859361659613,0.112362201290613,2
66,1.40647185901951,0.112030235429004,2
67,1.36450988369717,0.111366617113512,2
68,1.32334379140131,0.110381406121347,2
69,1.28359761812875,0.109089537246879,2
70,1.24587387535126,0.107510593905389,2
71,1.2107444165559,0.105668511268445,2
72,1.17874176852899,0.103591213431109,2
73,1.15035105879294,0.101310190111115,2
74,1.12600266156743,0.0988600192968448,2
75,1.10606567373501,0.0962778430802776,2
76,1.09084231970859,0.0936028046207307,2
77,1.08056337001737,0.0908754547744668,2
78,1.07538464306088,0.0881371373850478,2
79,1.07538464306088,0.0854293625528104,2
80,1.08056337001737,0.0827931773840576,2
81,1.09084231970859,0.0802685437587684,2
82,1.10606567373501,0.0778937325492324,2
83,1.12600266156743,0.075704743472637,2
84,1.15035105879294,0.0737347593720508,2
85,1.17874176852899,0.0720136431983473,2
86,1.2107444165559,0.0705674853183107,2
87,1.24587387535126,0.0694182080112703,2
88,1.28359761812875,0.0685832331496919,2
89,1.32334379140131,0.0680752181013506,2
90,1.36450988369717,0.0679018638565371,2
91,1.40647185901951,0.0680657982888954,2
92,1.44859361659613,0.0685645363195364,2
93,1.49023663351873,0.0693905175883011,2
94,1.53076964409931,0.070531221061114,2
95,1.56957820921454,0.0719693548360963,2
96,1.60607403057656,0.0736831182711723,2
97,1.63970386873531,0.0756465324595803,2
98,1.66995792962467,0.0778298340436183,2
99,1.69637759252084,0.0801999263968075,2
100,1.71856236226505,0.0827208813350125,2
101,1.73617594036188,0.0853544837510902,2
102,1.74895132292168,0.0880608109169593,2
103,1.75669484816734,0.0907988376714632,2
104,1.75928913214946,0.0935270583199944,2
105,0.754619344859736,0.848395489098656,3
106,0.753810198938389,0.853788434093707,3
107,0.751395027001721,0.858331534515729,3
108,0.747410440594398,0.861955921593306,3
109,0.741916841984694,0.864606653312839,3
110,0.734997508527664,0.866243547283466,3
111,0.726757330265338,0.86684178986115,3
112,0.717321219900596,0.866392312298229,3
113,0.706832219247928,0.864901928216385,3
114,0.695449330865328,0.862393230319085,3
115,0.683345107737601,0.858904247909225,3
116,0.670703037548996,0.854487870403666,3
117,0.657714761196955,0.849211045583585,3
118,0.644577167711457,0.843153764734356,3
119,0.631489409618015,0.836407850059201,3
120,0.618649883988401,0.829075562748188,3
121,0.606253224943267,0.821268052802831,3
122,0.594487353197279,0.813103674115363,3
123,0.583530627372638,0.804706190344376,3
124,0.573549140264172,0.796202898783917,3
125,0.56469420104188,0.787722700666262,3
126,0.557100041558143,0.779394147150638,3
127,0.550881781529674,0.771343490618682,3
128,0.546133683439961,0.76369277081703,3
129,0.542927723616097,0.756557964859161,3
130,0.541312501141038,0.750047229130576,3
131,0.541312501141038,0.744259259748242,3
132,0.542927723616097,0.739281796428064,3
133,0.54613368343996,0.735190292440228,3
134,0.550881781529674,0.732046770814542,3
135,0.557100041558143,0.72989888413452,3
136,0.56469420104188,0.728779192172797,3
137,0.573549140264172,0.728704668318162,3
138,0.583530627372638,0.729676442276284,3
139,0.594487353197279,0.731679782944532,3
140,0.606253224943267,0.734684321720467,3
141,0.618649883988401,0.738644512858905,3
142,0.631489409618015,0.743500323898983,3
143,0.644577167711457,0.749178145695074,3
144,0.657714761196955,0.755591908256404,3
145,0.670703037548996,0.762644385480371,3
146,0.683345107737601,0.77022866900116,3
147,0.695449330865328,0.778229788811589,3
148,0.706832219247928,0.786526456091224,3
149,0.717321219900596,0.794992901821262,3
150,0.726757330265338,0.803500783314657,3
151,0.734997508527664,0.811921129760424,3
152,0.741916841984694,0.820126297289675,3
153,0.747410440594398,0.827991903926553,3
154,0.751395027001721,0.835398715092201,3
155,0.753810198938389,0.842234451079436,3
156,0.754619344859736,0.848395489098656,3
157,0.781265349473589,0.538985195010365,4
158,0.780225050355263,0.549462576685958,4
159,0.777119922874495,0.558831716905143,4
160,0.771997037598702,0.566950589052573,4
161,0.764934052246683,0.573696119302414,4
162,0.756038034476763,0.578966052292095,4
163,0.745443838850234,0.582680501209366,4
164,0.733312062573665,0.584783158794941,4
165,0.719826611008957,0.585242150903154,4
166,0.705191909855519,0.584050519681516,4
167,0.689629806265043,0.581226329044665,4
168,0.673376205864828,0.576812390843834,4
169,0.656677496668931,0.570875615882826,4
170,0.639786814087036,0.563505999618436,4
171,0.622960203649671,0.554815257921058,4
172,0.606452739618963,0.54493513357597,4
173,0.590514658322837,0.534015399197,4
174,0.575387564827355,0.522221586826369,4
175,0.5613007704502,0.509732478637664,4
176,0.548467816634841,0.496737396780332,4
177,0.537083237879926,0.483433333448871,4
178,0.52731961279458,0.470021964681971,4
179,0.519324947982605,0.456706593159343,4
180,0.513220434413237,0.443689066340327,4
181,0.509098610289591,0.431166716662162,4
182,0.507021958263823,0.41932937018139,4
183,0.507021958263823,0.408356469004332,4
184,0.509098610289591,0.398414351127673,4
185,0.513220434413237,0.389653728923986,4
186,0.519324947982605,0.382207404495793,4
187,0.52731961279458,0.37618825653106,4
188,0.537083237879926,0.37168752917735,4
189,0.548467816634841,0.368773448873557,4
190,0.5613007704502,0.367490190106637,4
191,0.575387564827355,0.367857205771413,4
192,0.590514658322837,0.369868932284524,4
193,0.606452739618963,0.373494873922672,4
194,0.622960203649671,0.378680065106703,4
195,0.639786814087036,0.385345903623761,4
196,0.656677496668931,0.393391342156708,4
197,0.673376205864828,0.402694420058454,4
198,0.689629806265043,0.413114112151044,4
199,0.705191909855519,0.424492466523603,4
200,0.719826611008957,0.436656998922299,4
201,0.733312062573665,0.449423307435809,4
202,0.745443838850234,0.462597867840327,4
203,0.756038034476763,0.475980967229528,4
204,0.764934052246683,0.489369731458651,4
205,0.771997037598702,0.502561200509739,4
206,0.777119922874495,0.51535540515862,4
207,0.780225050355263,0.52755839830451,4
208,0.781265349473589,0.538985195010365,4
